,user,text,created_at,retweet_count,reply_count,like_count,quote_count
2480,W,"Tava com 5 bilhetes daquela promoção do ifood grátis por 1 ano, imagina ganhar isso",2022-04-01 17:00:51+00:00,0,0,1,0
2481,Fabio Coelho,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 17:00:42+00:00,63,0,0,0
2482,Analu,"a gabi me chamando pra festa no barco 
última vez que fui numa festa no barco, não tinha comida, apenas alguns biscoitinhos. COMO QUE PEDE IFOOD NO MEIO DO MAR?",2022-04-01 17:00:32+00:00,0,2,3,0
2483,Simone,"RT @rafaelbboa: 2 anos recebendo 30K em casa e pedindo Ifood.

Estão revoltados com o que? Ganho de peso?

Merecem uma canetada e rua, pra…",2022-04-01 17:00:32+00:00,126,0,0,0
2484,Bibia,"Hoje eu vivo apenas para chegar na cama, pedir ifood e ficar jogando Crash Corrida",2022-04-01 17:00:02+00:00,0,0,3,0
2485,vistocks,"RT @rafaelbboa: 2 anos recebendo 30K em casa e pedindo Ifood.

Estão revoltados com o que? Ganho de peso?

Merecem uma canetada e rua, pra…",2022-04-01 16:59:32+00:00,126,0,0,0
2486,Conservatron🥊🇧🇷,"RT @rafaelbboa: 2 anos recebendo 30K em casa e pedindo Ifood.

Estão revoltados com o que? Ganho de peso?

Merecem uma canetada e rua, pra…",2022-04-01 16:59:20+00:00,126,0,0,0
2487,Ana,"RT @rafaelbboa: 2 anos recebendo 30K em casa e pedindo Ifood.

Estão revoltados com o que? Ganho de peso?

Merecem uma canetada e rua, pra…",2022-04-01 16:59:07+00:00,126,0,0,0
2488,helzi🦎,qq aconteceu com o ifood,2022-04-01 16:58:47+00:00,0,0,0,0
2489,#FORAMARCOSBRAZ 🇧🇷 ♥️🖤🙏,"RT @rafaelbboa: 2 anos recebendo 30K em casa e pedindo Ifood.

Estão revoltados com o que? Ganho de peso?

Merecem uma canetada e rua, pra…",2022-04-01 16:58:44+00:00,126,0,0,0
2490,Luiz Alvarez,"RT @galodeluta: A @ifood deu o aumento da taxa hoje de 1,50 por km mais promoção de 3 reais por entrega até às 13:59 e os entregadores pref…",2022-04-01 16:58:33+00:00,141,0,0,0
2491,Salvio Renato Fernandes Veloso Júnior,"RT @rafaelbboa: 2 anos recebendo 30K em casa e pedindo Ifood.

Estão revoltados com o que? Ganho de peso?

Merecem uma canetada e rua, pra…",2022-04-01 16:58:24+00:00,126,0,0,0
2492,Rafael Balboa 🥊,"2 anos recebendo 30K em casa e pedindo Ifood.

Estão revoltados com o que? Ganho de peso?

Merecem uma canetada e rua, pra encarar a economia real. https://t.co/0Qx2Jr6Ecp",2022-04-01 16:58:14+00:00,126,17,766,5
2493,✨Raio de sol,@bealourenco é mt cagada que até o entregador do ifood rouba a comida dela 😂😂😂😂,2022-04-01 16:57:17+00:00,0,1,1,0
2494,arthur,"@fefito Esse caso é a prova de que a sociedade precisa discutir a precarização das relações de trabalho.

Atividades como dos aplicativos de Uber, 99, ifood entre outros representam apenas a versão seculo XXI da escravidão",2022-04-01 16:56:45+00:00,0,0,0,0
2495,anne,"RT @_roilson: rolando hoje o #apagaodosapps !

Sem pedir ifood, rappi, Uber e outros similares! Fortaleça a luta!!!",2022-04-01 16:56:24+00:00,17,0,0,0
2496,alex balbino 🏳️‍🌈,eu comprei 12kg de areia de gato pelo ifood e eles mandaram o entregador vir de BICICLETA??!??!??!!? o pobre coitado do homem pedalando quase 3km com 12kg de areia nas costaaaaaaaaas,2022-04-01 16:56:17+00:00,1,1,7,0
2497,j,sempre confundo quando a temática é da americanas e do ifood. só não confundo do mcdonalds pois tem amarelo,2022-04-01 16:56:17+00:00,0,0,0,0
2498,jackelyne,"salva pela preguiça. ia pedir um lanche mas tinha que cadastrar meu vr tudo de novo no ifood 

desisti",2022-04-01 16:55:46+00:00,0,0,0,0
2499,Esquerda Web,de verdade não aguento mais TODA HORA o pedido errado. É um absurdo isso ainda mais que o lanche no ifood é SUPER CARO! Aí agora fico com fome ou como esse lanche horrível e passo mal e etc? 51 reais pra eu comer somente uma batata???? https://t.co/8UZ9h1GoFV,2022-04-01 16:55:34+00:00,0,0,0,0
2500,brubru needs ATTENTION,"Protesto de entregadores em frente do Ifood em São Paulo contra os bloqueios injustos das contas, por melhores taxas de entrega e por todos os direitos. Todo apoio ao dia nacional de protesto destes trabalhadores fundamentais para produção e circulação da vida.
#ApagaoDosApps https://t.co/TLpyWhhvjc",2022-04-01 16:55:27+00:00,46,2,181,5
2501,mariju pitbull de raça™️,"e sempre mandam o pedido errado, totalmente impossibilitado de comer visto que tenho alergia a alface e maionese, não tem como eu retirar e comer. E sempre na hora do almoço, ou seja, perco meu horário e fico sem comer por falta de atenção. E o ifood não resolve também",2022-04-01 16:55:09+00:00,0,1,0,0
2502,Ricardo,@McDonalds_BR Pelo amor de deus os funcionários do mc donalds do parque shopping sulacap precisam urgentemente prestarem atenção no que está sendo pedido. É a QUARTA vez que erram no meu pedido vindo do ifood e eu seleciono o que é pra retirar e escrevo novamente na observação,2022-04-01 16:55:09+00:00,0,2,0,0
2503,JoJo 🇵🇸 ~,o bonequinho do ifood ta como um coelhinho da páscoaaaa,2022-04-01 16:54:52+00:00,0,0,0,0
2504,murillo,"gente eh o seguinte hj comi a melhor beringela a parmegiana da vida no cantina d ka

e paguei 5 reais 🙏🤧 /clube ifood",2022-04-01 16:54:21+00:00,0,1,4,0
2505,Sarah Guedes Lima,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:54:11+00:00,63,0,0,0
2506,tulio,"RT @galodeluta: A @ifood deu o aumento hj de 1,50 km e mais a promoção de 3 reais a mais por pedido e a greve na rua não teve aderência os…",2022-04-01 16:53:30+00:00,36,0,0,0
2507,Procon-SP,Ifood benefícios....tô gostando ❤️,2022-04-01 16:53:18+00:00,0,0,0,0
2508,Brumilla 🦄🪴,"tô há 50 min procurando uma comida no IFood

🤡",2022-04-01 16:52:59+00:00,0,0,2,0
2509,Chaotic,"@iFood  @iFoodNewsBrasil  
#greveifood #fimdarotadupla #uberaba
PELO FIM DA ROTA DUPLA E UMA MELHORA DAS TAXAS 
UBERABA-MG
FORA ROTA DUPLA!! https://t.co/Q67PdOfgcO",2022-04-01 16:52:54+00:00,0,0,1,0
2510,Neto (NoHands) Trindade,"@cassinisn @iFood Olá! Caso não haja solução diretamente com a empresa,  e resida no estado de SP, acesse https://t.co/8vrFpgBrNq , digitalize os documentos referentes ao problema e faça a reclamação.",2022-04-01 16:52:34+00:00,0,1,0,0
2511,ticia,RT @PortalBrunna: Quando a Brunna ficou responsável por pedir comida e não parava de chegar ifood no quarto  https://t.co/060Ing2hjW,2022-04-01 16:51:53+00:00,9,0,0,0
2512,Marcos Medeiros,Viciei todo mundo da clínica no brigadeiro do pits e agora a gente pede docinho de iFood por pura preguiça,2022-04-01 16:51:47+00:00,0,0,0,0
2513,luketa 🌻,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:51:35+00:00,63,0,0,0
2514,🛸👽,"Mano, fui pedir, pelo ifood, um vinho que eu queria experimentar, né?
Ai quando o entregador chegou, ele perguntou meu nome e olhou a minha cara de 17 anos e deu uma risadinha.
""Vai relaxar muito hoje, né? Kkk""
E eu
""Kkkkk é kkkkkkk""",2022-04-01 16:50:47+00:00,0,1,0,0
2515,Be Paim,"@iFood , o DESCASO perfeito entre você e sua melhor versão.

Slogan da vida real",2022-04-01 16:50:22+00:00,0,0,0,0
2516,MrM0dZ,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:50:13+00:00,22,0,0,0
2517,André Ferreira,O motoboy atravessou o sinal vermelho e foi atropelado por uma carreta porque estava com pressa de entregar//o motorista pegou no sono no volante porque estava sem dormir = a culpa é que o Ifood e o Uber não assinam a carteira de trabalho deles,2022-04-01 16:49:49+00:00,0,0,0,0
2518,Suzi,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:49:47+00:00,63,0,0,0
2519,nara,"@BurgerKingBR @iFood Oq fazer depois de pedir um lanche e alem demorar 2 horas você não consegue cancelar pq o motoboy ta no local mas o app fala que a a caminho?
Alem de perder o horário de almoço
PS: O aplicativo mudou o motoboy https://t.co/O5MAWL9W0M",2022-04-01 16:49:46+00:00,0,1,0,0
2520,vante,"cara o ifood é muito podre, pedi um almoço tem 2 horas e não chegou ainda, o aplicativo simplesmente não deixa eu CANCELAR O NEGÓCIO",2022-04-01 16:49:23+00:00,0,0,1,0
2521,claudinha bagunceira 🦹🏼‍♂️💃🏻,"RT @hisilveiraa: !!!!!!!! UTILIDADE PÚBLICA !!!!!!!!!
batata frita com cheddar e bacon e mcflurry por 0.99 centavos no @iFood",2022-04-01 16:49:05+00:00,1,0,0,0
2522,Desmotivado,Pedi um almoço 11h40 e é 13h48 e o pedido ainda não chegou. Tentei pedir cancelamento no @iFood pois eu preciso de sair o aplicativo não entrega essa função. Isso é um absurdo com o cliente,2022-04-01 16:48:47+00:00,0,0,0,0
2523,Benny Briolly,To com fomeeeee 😭 iFood vc prometeu meu almoço 13:20,2022-04-01 16:48:39+00:00,0,0,2,0
2524,Vlad,"Acabei de ter uma das minhas piores experiências com entrega @iFood! Parabéns, nota 0!",2022-04-01 16:48:26+00:00,0,0,0,0
2525,panda do balacobaco ᶜʳᶠ,mano que coisa de filho da puta o ifood https://t.co/5jjSNWkpdK,2022-04-01 16:48:23+00:00,0,0,0,0
2526,Thaˢᶜᶜᵖ #BACKTOBE 🏍️🪴,"Atenção! Os trabalhadores de apps marcaram para hoje uma nova paralisação contra iFood, Uber, Rappi e 99. Meu total apoio à categoria, que se organiza na luta por dignidade e melhores condições de trabalho. Chega de exploração! #apagaodosapps",2022-04-01 16:48:03+00:00,2,0,20,0
2527,betalab ✨🍞,"@jadirmenezesjr @brom_elisa Faltou vacina? Faltou dinheiro pra respiradores? Faltou dinheiro para auxílio emergencial? Vc tá bem né? Ficou em casa pedindo ifood e vendo Netflix? E as empresas que quebraram e pessoas desempregadas pelo ""fica em casa""? E os desvios do dinheiro dos respiradores?",2022-04-01 16:48:00+00:00,0,4,20,0
2528,PACHECO 🇧🇷,"RT @galodeluta: A @ifood deu o aumento da taxa hoje de 1,50 por km mais promoção de 3 reais por entrega até às 13:59 e os entregadores pref…",2022-04-01 16:47:52+00:00,141,0,0,0
2529,Leite Azedo Oficial,RT @PortalBrunna: Quando a Brunna ficou responsável por pedir comida e não parava de chegar ifood no quarto  https://t.co/060Ing2hjW,2022-04-01 16:47:34+00:00,9,0,0,0
2530,FORA B0LS0NAR0,Envelope americanas com carinha do ifood #BBB22,2022-04-01 16:46:29+00:00,0,0,0,0
2531,Denise,RT @IasmimDuarte23: Esse ifood tá me passando raiva 😡😡,2022-04-01 16:46:18+00:00,1,0,0,0
2532,lorena,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:46:16+00:00,63,0,0,0
2533,Thaiane,"Agora tentaram fazer uma compra de R$ 137 no Ifood. Minha gente, vão dar golpe em gente rica. Mas tentar dar golpe em professora assalariada é foda. Me dar um hambúrguer ninguém quer.",2022-04-01 16:45:59+00:00,0,0,0,0
2534,Artur 👽,"Um restaurante do iFood com nota 4,6 e entupido de reclamação de atraso na entrega. E a cara de pau da pessoa do restaurante q coloca a culpa no motoboy",2022-04-01 16:45:59+00:00,0,0,0,0
2535,🌙🐈‍⬛,"Pedi a comida pelo ifood tem mais de 13h30m e nada. Se eu não estivesse precisando comer fora eu já teria cancelado essa porra, sinceramente… que ódio",2022-04-01 16:45:51+00:00,0,1,0,0
2536,magu,"Ontem comprei um potão de doce de brigadeiro com morango, brownie e mais um monte de coisa pelo ifood",2022-04-01 16:45:42+00:00,0,0,0,0
2537,"VALEU, NATALINA 🎄","Acho que daqui a 2 anos Uber, Rappi, Ifood e etc. vão sair do Bostil porque tudo que chega nas mãos do bostileiro dá merda.
Incrível que em outros países os entregadores/motoristas usam esses apps muito bem, o jeitinho brasileiro de cometer crime pra se dar bem é repugnante.",2022-04-01 16:45:36+00:00,0,0,1,0
2538,¯\_( ツ )_/¯,"1h de atraso no pedido do Ifood, sextouuuuuu",2022-04-01 16:45:29+00:00,0,0,0,0
2539,BROONO,Ifood com cupom de 30$ reais nem queria,2022-04-01 16:45:07+00:00,0,1,0,0
2540,Gabriel,"@iFood vocês não deixam cancelar pedido mais não é? Da erro simplesmente? Meu pedido tá atrasado tem 1h, quero pedir outra coisa. Vou ter que pedir na 99",2022-04-01 16:45:07+00:00,0,0,0,0
2541,Denni 😛,hj até o entregador do ifood zoou meu look :'(,2022-04-01 16:45:05+00:00,0,0,0,0
2542,Atirador Miope,@spookyweso Pedir pro motoboy do ifood arrombar o teu apartamento pra entregar o docinho pra ti peraí,2022-04-01 16:44:17+00:00,0,1,1,0
2543,Leon o Ouriço,"@lucasamaral o boicote é nos aplicativos que exploram e precarizam o trabalho dos motoca, que pagam uma miséria e obrigam os caras a se esfolarem pra no final do dia não conseguirem garantir o mínimo pra dentro de casa

ajudando a impactar os lucros do dia do ifood (e similares) já tá valendo",2022-04-01 16:44:13+00:00,0,1,0,0
2544,"Nina, Aquela do Canal NinaVers3","@galodeluta @iFood Filhos da puta, sempre dando migalhas ao trabalhador",2022-04-01 16:44:12+00:00,0,0,0,0
2545,Samara 🌿☮️📿,@iFood entrou no espírito da páscoa. Será que meu pedido vai vim um ovo de páscoa da @Lacta junto ? Queria rsrsrs https://t.co/4G0HA6CMfd,2022-04-01 16:43:57+00:00,0,2,1,0
2546,luffy ☀️,"RT @galodeluta: A @ifood deu o aumento da taxa hoje de 1,50 por km mais promoção de 3 reais por entrega até às 13:59 e os entregadores pref…",2022-04-01 16:43:56+00:00,141,0,0,0
2547,𝓼𝓾𝓴𝓪¹¹≮🍷,"A não ifood Kkkk

Que fofo https://t.co/hLa4YIAq47",2022-04-01 16:43:55+00:00,0,0,4,0
2548,emili 🏍️,"Tá, dia primeiro, já pedi o motoboy pra entregar um documento, pedi um ifood porque foda-se meu salario caiu, só falta pedir o gás e acabar todo o salário.",2022-04-01 16:43:52+00:00,0,0,1,0
2549,Leide Soares,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:43:48+00:00,22,0,0,0
2550,mariella,desisti de almoçar pq o ifood p porra da zona sul só tem PIADA sério,2022-04-01 16:43:40+00:00,0,0,0,0
2551,Trick Fla da Depre 🔴⚫,"Olha só essa promo do iFood! São R$ 1.500 por mês por um ano pra pedir no app. Bora concorrer?

https://t.co/XFh0m3e5wb",2022-04-01 16:43:37+00:00,0,0,0,0
2552,helosinha,"RT @CUT_Brasil: Paralisação dos trabalhadores e trabalhadoras em Apps. 'Breque dos Apps' e 'Apagão dos Apps' 
#apagaodosapps 

Saiba mais…",2022-04-01 16:43:34+00:00,16,0,0,0
2553,PandoraCaos 🏳️‍🌈,RT @PortalBrunna: Quando a Brunna ficou responsável por pedir comida e não parava de chegar ifood no quarto  https://t.co/060Ing2hjW,2022-04-01 16:43:24+00:00,9,0,0,0
2554,nicole,@iFood estou tentando cancelar um pedido que chegou com mais de 1 hora de atraso e o restaurante não me atende. Péssimo atendimento. Me ajuda,2022-04-01 16:43:08+00:00,0,0,0,0
2555,Aʅҽƈɾιɱ 🦋,Te odeio ifood. Me fez pagar 2 vezes a comida pq eu não ouvi o cara buzinar toma no cu,2022-04-01 16:42:41+00:00,0,0,0,0
2556,Annie🦆 diluc✂️wolf chan,"En entraria amanhã com Andreas Pereira no lugar do Arão e recusaria João Gomes para primeiro volante

Precisamos de transição, time perde muito nisso quando ifood ta no banco",2022-04-01 16:42:41+00:00,1,2,26,0
2557,Marcos V.,@iFood CANCELA MEU PEDIDO PORRA MAIS DE UMA HORA TENTANDO CANCELAR E ESSA DESGRAÇA NAO VAI LOGO,2022-04-01 16:42:37+00:00,0,0,0,0
2558,Martinha60PR,"Gostinho demais poder fazer uma comida bem gostosinha que vc pagaria 50 reais no Ifood e gastou mto menos pra fazer 🥰

Gratidão 🙏🏻",2022-04-01 16:42:36+00:00,0,0,5,0
2559,maria clara ama marília mendonça,hoje o atendimento do ifood vai estragar meu dia,2022-04-01 16:42:23+00:00,0,0,0,0
2560,erica vargas e sousa,RT @1Entediado: Empresas como uber/99/ifood estão fazendo as pessoas terem que passar dos seus limites para conseguirem pagar as contas no…,2022-04-01 16:42:15+00:00,71,0,0,0
2561,xuben,@morphineIoverr Pra mim tá aberto no Ifood e na rappi,2022-04-01 16:42:11+00:00,0,1,0,0
2562,Isa,E os entregadores do ifood que estão de greve hoje???,2022-04-01 16:42:08+00:00,0,0,0,0
2563,Doguinho fofo,"@LuS_Qa, ei, tenho um cupom do @ifood de R$ 15 de desconto para sua primeira compra: 𝗡𝗟𝗪𝗔𝟭𝗤𝗕𝗩𝗝𝗫

Espero que ajude você! 😍",2022-04-01 16:40:49+00:00,0,0,0,0
2564,finasss,"acabei de almoçar meu top 3 melhores  comidas que já pedi no ifood e quando fui avaliar mosquei e enviei sem comentário, sukiyaki house eu te amo",2022-04-01 16:40:28+00:00,0,1,1,0
2565,IMP/TOYOTA,@BR0ONO porra achei q era pedido no geral e n so no ifood,2022-04-01 16:40:24+00:00,0,1,0,0
2566,Laurinha ☾,Gente eu só queria almoçar alguma coisa q não seja marmitex q q deu no ifood hoje q saco,2022-04-01 16:40:12+00:00,0,1,0,0
2567,giulio com g,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:40:00+00:00,63,0,0,0
2568,BROONO,"@lucasamaral tu não vai morrer de ir comer num boteco ou numa padaria hoje, ce também pode ligar ou mandar whats pra qualquer restaurante que eles te atendem sem intermédio, você não precisa usar o ifood",2022-04-01 16:39:48+00:00,0,1,0,0
2569,Cesar Coelho,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:39:40+00:00,63,0,0,0
2570,mi,eu devendo 10 reais p ifood https://t.co/Ny3hr3XS3u,2022-04-01 16:39:33+00:00,0,0,0,0
2571,Sarinhaa a princesinha de jesus ✨❤️🥳🤧,Usei mais o iFood nessas duas últimas semanas do que em td a minha vida,2022-04-01 16:39:22+00:00,0,0,1,0
2572,karol,"o porteiro interfonou aqui pra falar que chegou o ifood e falou: ""vocês pediram iphone?""",2022-04-01 16:38:28+00:00,0,0,6,0
2573,"Danilo Alves, o Park","hoje é breque dos app ein pau no cu do ifood rappi e os caralho a quatro, dignidade aos trabalhores!",2022-04-01 16:38:17+00:00,0,0,1,0
2574,WYNNE ☀️,Nenhuma demora é tão grande quanto a mudança do “seu pedido está sendo preparado” para o “saiu para entrega” do @iFood 🫠🫠🫠🫠🫠🫠🫠,2022-04-01 16:38:00+00:00,0,0,0,0
2575,geovana🦋,"se der 14:00 e não chegar eu cancelo meu pedido, ifood brinca cmg🤡",2022-04-01 16:37:56+00:00,0,0,0,0
2576,andante😷🌎⚔💚,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:37:27+00:00,63,0,0,0
2577,isabela,@cafecomfungo tinham uns 10 aqui na porta do bh shopping hj cedo bloqueando a passagem da entrada com a mochila do ifood. achei ótimo!,2022-04-01 16:37:22+00:00,0,0,0,0
2578,Andressa Herrera,Que fofo @iFood vai vir mimos da @Lacta ? https://t.co/BhRzlEAcm3,2022-04-01 16:37:22+00:00,0,2,1,0
2579,Jean Cristian Paim 🚩,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:36:57+00:00,22,0,0,0
2580,Mar & sol 🌞✨,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-04-01 16:36:56+00:00,5158,0,0,0
2581,Sant Clair,"RT @CUT_Brasil: Paralisação dos trabalhadores e trabalhadoras em Apps. 'Breque dos Apps' e 'Apagão dos Apps' 
#apagaodosapps 

Saiba mais…",2022-04-01 16:36:05+00:00,16,0,0,0
2582,Gabriel ☭,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:35:45+00:00,22,0,0,0
2583,Layenne Neves,"RT @CUT_Brasil: Paralisação dos trabalhadores e trabalhadoras em Apps. 'Breque dos Apps' e 'Apagão dos Apps' 
#apagaodosapps 

Saiba mais…",2022-04-01 16:35:42+00:00,16,0,0,0
2584,flipa flops,Hj eu tô tão safada q vou atender o entregado do ífood só de calcinha 😋,2022-04-01 16:35:22+00:00,0,6,19,0
2585,reis,Mdsss estou há cinco milênios esperando o ifood q fome do kct vo moreeee,2022-04-01 16:35:19+00:00,0,0,0,0
2586,Fullmetal communist,@LittleMous3 @iFood manda esses cupons pra ca tambem,2022-04-01 16:34:44+00:00,0,0,1,0
2587,Arthur Jones Jones Jones,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:34:16+00:00,22,0,0,0
2588,alien,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:34:14+00:00,63,0,0,0
2589,ca,"RT @alldoido: Vamos aderir, galera! Não façam pedidos hoje!
Abram o iFood na Play Store e atualizem a review pra 1 estrela!! Todo apoio ao…",2022-04-01 16:33:40+00:00,16,0,0,0
2590,m1l3,"Paguei 12 reais em 2 cotas com frete grátis ainda. 

Obrigada @iFood",2022-04-01 16:33:32+00:00,0,3,2,0
2591,maihesist,VEI eu ja vinha xingar td aqui pq março acabou e eu n ganhei a promo do ifood MAS VAI CONTINUAR EM ABRIL TB deus pfv,2022-04-01 16:33:05+00:00,0,0,0,0
2592,"🔴⚫️ Futebol, Rap, Samba e alguns devaneios.",meu ifood nao chega nunca eu vou morrer,2022-04-01 16:33:03+00:00,0,0,0,0
2593,𓆩 𝖌𝖎𝖔 𓆪,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:32:55+00:00,63,0,0,0
2594,𝔾𝕝𝕠́𝕣𝕚𝕒 𝕋𝕠𝕞𝕖́ ╭∩╮(ಠ_ಠ)╭∩╮,"Duas semanas que o @iFood não aceita que eu pague meu almoço com Ticket Restaurante…
É perder uma grana ou sair do trabalho e ir até o restaurante pra comer minha Feijoada de sexta. 🤦🏾‍♂️",2022-04-01 16:32:53+00:00,0,0,2,0
2595,Marc Spector,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:32:26+00:00,63,0,0,0
2596,Denis Araujo,"Calculei a hora de pedir o lanche para chegar no meu horário de almoço
Previsão de entrega: 12:00-12:10

Horário DA entrega: 12:54
Até eu pegar, entrar e tal: 12:58 🥰🥰🥰

Retorno do almoco: 13:00

Relaxa, ifood, não tô com fome não, tão pouco estressada querendo quebrar tudo...",2022-04-01 16:32:23+00:00,0,1,3,0
2597,giordano,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:31:49+00:00,63,0,0,0
2598,J U S S I A N A • R A M A L H O,"Por que vocês não respondem, @iFood??",2022-04-01 16:31:36+00:00,0,0,0,0
2599,Herson Herbster 🇨🇳🇵🇸🇰🇵🇨🇺🇻🇳,Meu almoço hoje ficou pro motoboy do @iFood que sequer me responde no app.,2022-04-01 16:31:34+00:00,0,0,3,0
2600,Luquinha vulgo ronaldo,"Uma hora de atraso no pedido do ifood, vou escrever uma reclamação enfurecido",2022-04-01 16:31:33+00:00,0,0,0,0
2601,tete,Pedi ifood a 13 horas atrás! Até agora NADA!,2022-04-01 16:31:22+00:00,0,2,1,0
2602,FORA ESLOVACA,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:31:21+00:00,22,0,0,0
2603,aninha,"Amigos do Twitter, quem quiser comprar algo com coca cola no IFood e quiser um cupom me manda msg, vai expirar amanhã ainda tenho 2 e não vou usar",2022-04-01 16:31:14+00:00,0,3,2,0
2604,A Minduim 🥜,"@aniinhadias_ad os motoqueiro do ifood tá de greve , por isso tá demorando hoje",2022-04-01 16:31:07+00:00,0,1,0,0
2605,Agustin Carrara,"RT @galodeluta: A @ifood deu o aumento hj de 1,50 km e mais a promoção de 3 reais a mais por pedido e a greve na rua não teve aderência os…",2022-04-01 16:30:46+00:00,36,0,0,0
2606,Adito,Caralho 5 estrelas pra entregadora do ifood q apareceu aqui com uma jaqueta FODA do psg,2022-04-01 16:30:21+00:00,0,0,4,0
2607,Melcomlimão,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:29:57+00:00,22,0,0,0
2608,Eriston Mattos®️🌵🚩🅰➕VACINA SIM 💉,"RT @CUT_Brasil: Paralisação dos trabalhadores e trabalhadoras em Apps. 'Breque dos Apps' e 'Apagão dos Apps' 
#apagaodosapps 

Saiba mais…",2022-04-01 16:29:53+00:00,16,0,0,0
2609,Solaretto Sorvetes,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:29:53+00:00,22,0,0,0
2610,Camarada Davis ☭🇷🇺,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:29:40+00:00,22,0,0,0
2611,Mago sem magia do design responsivo,E o @iFood que depois de ter estressar com pedido errado e atrasado não dá chance nem de avaliar mal o restaurante? https://t.co/a9Nncet3cE,2022-04-01 16:29:31+00:00,0,1,1,0
2612,sopa de ronaldo,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:29:25+00:00,22,0,0,0
2613,Fernando,"O dia é da mentira, mas o desconto é de verdade!
Comprando seu Brownie hoje pelo Ifood, você ganha 13% de desconto. Aproveita essa oportunidade e peça já o seu!
Acesse: https://t.co/2bdKyS9orn https://t.co/BnYfTrHIY4",2022-04-01 16:29:22+00:00,0,0,0,0
