id,user,user_id,text,created_at,retweet_count,reply_count,like_count,quote_count
2470,MOVIMENTO ESTATIZA IFOOD,1513288549042434048,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 05:45:35+00:00,286,0,0,0
2471,MOVIMENTO ESTATIZA IFOOD,1513288549042434048,@iFood ENTREGUEM A EMPRESA AO POVO,2022-04-14 05:43:21+00:00,0,0,0,0
2472,Zeca 🎰 CARTÃO CLONADO 🎰,1464299647292354569,Ifood abrindo as pernas kkkk Pra cima🤑✅  Vem com o melhor material da net 💸 https://t.co/We9YoAY84d,2022-04-14 05:43:12+00:00,1,0,2,2
2473,🔌,1452653548479655943,@iFood Ligações como as que vcs fizeram por meio de terceiros pra sileciar o GALO?,2022-04-14 05:42:19+00:00,0,0,1,0
2474,heitorzinho 💔,1105293904184856576,@meninofelino pq a loja no ifood fechou por algum motivo e so ficou aberta pra pedido no whatsapp,2022-04-14 05:36:28+00:00,0,1,0,0
2475,João,2896555739,@marminthians e pq tu não pediu pelo ifood seu burro,2022-04-14 05:35:51+00:00,0,1,0,0
2476,Fusca 90 com marcas de uso,30282193,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-14 05:35:01+00:00,710,0,0,0
2477,rik³,1279840659671789568,Eu vou perder literalmente 17 reais por ter que pedir o lanche pelo whatsapp ao inves do ifood meu deus cara que vontade de meter uma bala no meu cranio,2022-04-14 05:32:30+00:00,0,1,0,0
2478,ju nin,975101096,@ifood VAI TOMAR NO CU,2022-04-14 05:30:50+00:00,0,0,0,0
2479,mlk porco 🐷,1246295749891104770,"1h e pouco da manhã pedindo uma pizza de 26 reais no ifood graças a comentários num tweet reclamando que não existia pizza no ifood por menos de 50 reais, provando que vale sim a pena reclamar no Twitter.",2022-04-14 05:30:49+00:00,0,2,25,0
2480,Claud-Azy ✨🍞/🍦/ 🏁,788733557065801729,"@Malcolm_m1lgr4u @iFood amigo, nesses casos é so reclamar no ifood que eles estorna

sua palavra vale mais que a do estabelecimento pra eles.",2022-04-14 05:30:47+00:00,0,0,0,0
2481,Doguinho do desconto,1454789682022207488,"Porra, pedi até um iFood aqui q a fome bateu legal esperando os caras começarem a cantar",2022-04-14 05:21:34+00:00,0,0,0,0
2482,Ravena,1351507098803318787,"RT @Swinepiss: DIA DE BEBER MIJO QUENTINHO do IFOOD 

🍺🍺🍺🍺🍺🍺🍺🍺 https://t.co/POZ1WvFWVi",2022-04-14 05:19:18+00:00,9,0,0,0
2483,LC MARTINX,1059527699025330176,@thaissamoniquee Eu tbm pede um Ifood pra nós aí,2022-04-14 05:18:11+00:00,0,1,0,0
2484,rn 🏁,3013700199,"🍕🍔🍟 CUPOM NO IFOOD 🍕🍔🍟

Bateu aquela fome? Insira o cupom 𝗡𝗟𝗪𝗔𝟭𝗤𝗕𝗩𝗝𝗫 e ganhe R$ 15 de desconto na sua primeira compra.

#ifood #cupom #sacyday #festabbb #santos110

https://t.co/vO9136ulS1 🙂",2022-04-14 05:15:46+00:00,0,0,0,0
2485,Emerson Broga | broga.eth 🔥,14813241,"40% DE DESCONTO no primeiro pedido em mercado farmacia ou restaurantes com RAPPI? 🛵 
É só usar o cupom COMEGURIA40
*válido para primeiro pedido nas  compras acima de R$30
#rappi #delivery #cupom #desconto #ifood  #uber #quarta #almoço #bbb https://t.co/1xr81KVlrA k",2022-04-14 05:14:26+00:00,0,0,0,0
2486,trindade_,1364759245145726981,Esse aplicativo é do tamanha de uber e ifood mas pouco valorizado https://t.co/6iuv0AJ8Wt,2022-04-14 05:12:26+00:00,0,0,0,0
2487,joice,1221423744834527232,"ifood salvou minha vida, pai tava azul de fome",2022-04-14 05:08:04+00:00,0,0,0,0
2488,rapaz latino americano puto,1041365800421142533,"Vi uma lasanha no ifood, comprei, esperei uma hora pra entregar.
Era congelada!",2022-04-14 05:07:49+00:00,0,3,3,0
2489,Fred,230510428,"RT @topiranath: ""maconha abre porta para outras drogas mais pesadas""

O maconheiro há 2 horas em dúvida qual combo escolher no Ifood https:…",2022-04-14 05:06:19+00:00,25,0,0,0
2490,s,966398045507280896,autoestima renovada pois o motoboy do ifood me elogiou mesmo eu estando de pijama e com cara de sono,2022-04-14 05:05:55+00:00,0,0,1,0
2491,Claus #Lula2022,1477416325001658368,"RT @Swinepiss: DIA DE BEBER MIJO QUENTINHO do IFOOD 

🍺🍺🍺🍺🍺🍺🍺🍺 https://t.co/POZ1WvFWVi",2022-04-14 05:05:15+00:00,9,0,0,0
2492,namorado da sabrina,324602087,Ultimamente tô criando raiva do ifood,2022-04-14 05:04:09+00:00,0,0,1,0
2493,Swine,721501967047127040,vc reclama com o ifood e eles falam toma 10 merreis,2022-04-14 05:02:36+00:00,0,0,1,0
2494,Lúcia P Oliveira,42048685,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 05:01:35+00:00,286,0,0,0
2495,MALKIN CARRARA LH44,2978623618,só um hot dog simples do ifood,2022-04-14 05:01:14+00:00,0,0,0,0
2496,último romântico da leste,3304888053,"DIA DE BEBER MIJO QUENTINHO do IFOOD 

🍺🍺🍺🍺🍺🍺🍺🍺 https://t.co/POZ1WvFWVi",2022-04-14 04:59:10+00:00,9,0,51,0
2497,Sol 🌞,88072641,"RT @IvanValente: iFood está sendo investigado pela CPI da Câmara Municipal de SP, e também pelo Ministério Público do Trabalho a partir de…",2022-04-14 04:58:49+00:00,40,0,0,0
2498,Alexandre,1087519369159237632,"Agora a empresa alegou que o motoboy me entregou dois refrigerantes, que estou mentindo e não quer ressarcir o dinheiro do refrigerante adicional. 
Pelo amor de Deus, @iFood 😒",2022-04-14 04:56:35+00:00,0,1,2,0
2499,LeoDrink,1014848451501330432,"Eu pedi um combo no @iFood , Hot Dog, Batata e uma coca cola lata e +1 coca cola lata adicional. A empresa entregou apenas UM refri, quando perguntei do outro, o motoboy disse que talvez estivesse dentro do pacote. Eu falei: ""Ok"", quando entrei e abri, não tinha a outra coca cola",2022-04-14 04:56:33+00:00,0,1,1,0
2500,vinagrete 🥗,1173706982613798913,"""eu enfrento o ifood mas n enfrento minha esposa"" kjkjkkk mt bom",2022-04-14 04:49:08+00:00,0,0,0,0
2501,"""Side B - Black Edition""",115385660,RT @Dudu: Isso nem é publi não. Mas tem um lugar aqui em SP que vende um SALADASSO por 27 conto. Sério. Você pode colocar até umas 7 coisas…,2022-04-14 04:47:59+00:00,8,0,0,0
2502,Mah Suarez,2174085214,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 04:47:53+00:00,286,0,0,0
2503,𝒓𝒂𝒊 ✨,1076677470768779267,É coisa de maluco querer comprar uma garrafa de dois litros de água no iFood as 1:50 da manhã,2022-04-14 04:47:51+00:00,0,0,0,0
2504,Georgia,849049079841779712,queria pedir um ifood…,2022-04-14 04:46:56+00:00,0,0,0,0
2505,aicirtap,1501628053272813569,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 04:43:33+00:00,286,0,0,0
2506,sibelão do julião,3958965982,"Acho que vou pedir alguma coisa pra comer, ifood pelo amor de Deus em",2022-04-14 04:40:57+00:00,0,1,0,0
2507,Japaa,870887474314326016,@danilafirehair todo dia um pedido do ifood diferente,2022-04-14 04:40:42+00:00,0,0,0,0
2508,Nat #UseMascaraPFF2 😷,240104639,"Compramos um hambúrguer no covil por 15 reais pela promoção do bigou sendo que pelo ifood tava 0,99 🤡🤡🤡",2022-04-14 04:36:43+00:00,0,1,4,0
2509,𝕍𝕚𝕝𝕒𝕠 🆁 7️⃣🃏🎰,834110302916583429,@Arthurizadam @iFood @Lacta Eu pedi mais não veio o coelho pra mim,2022-04-14 04:36:21+00:00,0,0,1,0
2510,Morgando,1276420884841062400,"@agentedaursal o da caixa tmb não dá pra usar em aplicativo tipo ifood, banco do Brasil e caixa é a própria decadência",2022-04-14 04:32:30+00:00,0,0,1,0
2511,beladrama,41857189,Desgraça de Ifood que não chega logo,2022-04-14 04:31:48+00:00,0,0,0,0
2512,Bea,237810181,@jairmearrependi Os óleos de cozinha. Print de agora do ifood do mercado com a informação bem atualizada https://t.co/feaf9VTLRk,2022-04-14 04:29:07+00:00,2,0,31,0
2513,lucasr,199094392,Tô sem sono e tá dando fome tô quase mandando vim alguém coisa pelo iFood,2022-04-14 04:28:07+00:00,0,0,0,0
2514,Herbst,430262938,"Hoje pagay R$ 2.80 numa marmita junto ao guaraná, obrigado pelos cupons iFood.",2022-04-14 04:26:27+00:00,0,0,2,0
2515,maria s. guedes,1136798598094565378,"O entregador roubou meu lanche no ifood? Rica aí o questionamento. Faltando 5min pra ele chegar, cancela. Paguei no pix
 1 hora da manhã. Me deixaram com fome 🤡🤡🤡🤡🤡🤡🤡",2022-04-14 04:24:43+00:00,0,0,1,0
2516,Tal do Xsmith,1449389252794519552,"Com fone as 1:21 da manhã porque meu pedido de delivery salvação depois de horas esperando a hora da refeição, foi cancelado faltando menos de 5min pra ser entregue 🤡 vontade de não pedir ifood nunca mais 🫱🏽‍🫲🏻 motivos suficientes",2022-04-14 04:23:35+00:00,0,0,0,0
2517,Francis Dall'orto,2771172538,RT @psietra: O sonho da minha vida seria ganhar essa promoção de um ano de ifood de graça,2022-04-14 04:23:27+00:00,30,0,0,0
2518,thais bispo,1346947311985979392,aproveitar pra comentar como está impraticável ifood. tudo caríssimo!,2022-04-14 04:20:54+00:00,0,0,2,0
2519,Ev Xavs,51244264,"@Sailor_mang @nonnemex a gente queria 2 pastel e 1 promoção
eu tinha tomado meio copao de gin
entrei no ifood
click click click
6 pastel chegaram, e a gente RETARDADO n entendendo oq tava acontecendo kk",2022-04-14 04:12:55+00:00,0,1,1,0
2520,dg ,816886966881054720,"RT @abel30973154: @damadanoite14 @jairbolsonaro Moro em Mossoró RN trabalho de motoboy e faço entregas de Mercado , shopping e lanchonete p…",2022-04-14 04:12:36+00:00,1,0,0,0
2521,Carlos ᴬ⁵,4684818709,"pedi um ifood foda se, demora do crl pra entrar alguém!",2022-04-14 04:11:39+00:00,0,1,1,0
2522,🐥 Sweet 🐰,816841664144752641,"@lobadaalcione Miojo, café, celular com ifood instalado",2022-04-14 04:07:48+00:00,0,0,0,0
2523,traveller,853233058597744640,sou uma anta pedi um hambúrguer e esqueci de trocar o endereço no ifood o motoboy tá lá na casa da minha cunhada puta que parayo,2022-04-14 04:06:45+00:00,0,0,0,0
2524,Psis Cansados,1483099995897098242,Ifood é denunciado por propagandas falsas contra mobilização de entregadores de comida https://t.co/XontmR1iZD,2022-04-14 04:02:04+00:00,0,0,1,0
2525,a(nalu) 🇧🇷,1014988907870674944,porra sempre q peço alguma coisa no ifood só vem entregador maluco,2022-04-14 03:59:59+00:00,0,0,0,0
2526,Guilerme ouvidor de Sleeping at Last,1025699976620503040,"pensei q era o entregador do ifood, mas era um cliente q queria comprar algo kkkk q odio",2022-04-14 03:59:52+00:00,0,0,0,0
2527,éjìológbon Omolu,247364430,"@TatiLDantas Eu fiz isso com o Ifood. Se eu juntasse o que gastei desde o começo da pandemia até mês passado só em delivery, provavelmente daria pra eu ir de soundcheck em uns 3 shows do BTS. Eu nunca fui de pedir delivery, mas depois da pandemia, desandei a pedir.",2022-04-14 03:57:25+00:00,0,1,0,0
2528,Augusto,1512487283383017476,"@luigi2727272727 @igromc @DoDoApachE @monark mas se ele nunca tivesse dito nada, iriam ter tirado monetização do flow? ia ta td igual fera, não adianta, foi ele falar merda q causou td isso, ta exagerado sim, mas agora é tarde, poderiam ter evitado isso ja no caso do ifood lá, monark é bomba relógio, foda quem trampa lá",2022-04-14 03:50:15+00:00,0,1,0,0
2529,Thiago Lopes,122812045,Isso é desculpa. Quando o paciente quer ele manda até pelo ifood https://t.co/YSntyvcaoo,2022-04-14 03:44:11+00:00,0,0,3,0
2530,moto girl 💗,1134669655,taporra alguem manda um ifood aqui pra casa namoral,2022-04-14 03:42:51+00:00,0,0,0,0
2531,✠ Pablin 777 ✠,777987002184658944,"Ifood pra mim parece Netflix
Horas escolhendo pra no fim ficar com a mesma opção de sempre",2022-04-14 03:42:49+00:00,0,0,0,0
2532,Ahskdnd,790622283031339009,"Fui pedir mc pelo Ifood tudo deu 102,00 eu lá sabia que tinha tal carteira no Ifood logo tinha 200tao na carteira de lá! No final não paguei ! Só não sei da onde apareceu esse dinheiro lá ,automaticamente o Ifood pagou",2022-04-14 03:42:19+00:00,0,0,1,0
2533,Silvana,896063578435985409,"RT @deusasoy: reembolsos disponíveis para cornos🐂

meu alfa vai passar esse domingo na minha casa e adivinha quem vai pagar?

camisinhas $2…",2022-04-14 03:42:16+00:00,10,0,0,0
2534,LLBA,1273146801881833476,"Porra, longe de mim ter algum engajamento, mas essa dica preciso compartilhar. Acabei de pedir um calzone da Rock’n Pizza, pelo iFood. E só elogios. Broca deliciosa, atendimento excelente (precisei falar no chat) e entrega super rápida. Até o preço achei bom. Estão de parabéns! https://t.co/265PpU24Qj",2022-04-14 03:41:17+00:00,0,1,3,0
2535,jack har low profile,768460063098957825,RT @VitorArajoFilg1: EXCELENTE NOTÍCIA. Lembra do entregador do Ifood que tomou um tiro em serviço? Ele está desde novembro sem qualquer as…,2022-04-14 03:40:48+00:00,529,0,0,0
2536,d7,3903323464,"Porra graças a deus la no predio nao tem essa viadagem nao. O elevador que geral pega é o que ta mais perto do andar, seja funcionario, síndico, presidente da republica, ifood https://t.co/XC7MSb7Eqc",2022-04-14 03:39:22+00:00,0,0,1,0
2537,𝐦𝐚𝐝𝐝𝐢𝐞.,1337158233920823296,RT @mrdansp: O entregador do ifood entregou outra coisa 🍆 https://t.co/mnGWE7ChOb,2022-04-14 03:39:19+00:00,5,0,0,0
2538,͏sab,1435825171592531970,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 03:39:06+00:00,286,0,0,0
2539,hels,2437485684,"@AbrahamWeint A brincadeira começa com o monopólio do Ifood, a Uber saiu do Brasil tamanho apoio que o Ifood tem oara deitar e rolar no monopólio e agora está maior ainda e ninguém fala nada, levam 30% no mínimo do lojista por esse motivo diversos restaurantes quebram.
E está tudo bem pra Just",2022-04-14 03:38:29+00:00,0,0,0,0
2540,COLUNA DO GALO,1375176927850422274,isso sou eu com meu namorado pq ele não gosta de receber as coisas e eu tenho que ficar insistindo como na vez que quase coloquei uma arma na cabeça dele pra ele aceitar a comida do ifood na casa dele amor aceite mais meu ifood tem gente chorando. https://t.co/UJHD7Qhlxx,2022-04-14 03:36:27+00:00,0,0,3,1
2541,𝑚𝑎𝑛𝑢🧸,1431348634445127689,ifood barrerou o lanchinho dos cria,2022-04-14 03:35:58+00:00,0,0,0,0
2542,Antônio Dias,1150475473350287361,"@onlydiett caralho sim vei, no meu serviço todas as bonificações são de voucher de restaurante ou ifood, eu não aguento mais 😭😭😭",2022-04-14 03:33:38+00:00,0,0,1,0
2543,João Vallilo Albanez,1366234005855739909,o ifood atrasando 40mins to mo tempo plantada aq na portaria  eles disseram q ja tavam vindo mas to cabreira ja,2022-04-14 03:31:00+00:00,0,1,0,0
2544,rick,1019427321646931968,"Meu iFood chegou antes de mim hj, momentos de tensão achando q o cara ia vazar mas dei uma gorjeta por ele ser gnt fina",2022-04-14 03:29:57+00:00,0,0,1,0
2545,bunecao 🇫🇷,856742282795646976,@brenobalmant12 Godin ja serve pra trabalha no ifood de tanto que entrega,2022-04-14 03:29:05+00:00,0,0,0,0
2546,BN🤴🏾,966085291080585216,e se agradar o gordao  ele te banca o ifood,2022-04-14 03:28:15+00:00,0,0,0,0
2547,Beatriz Carvalho,1327329809396064257,RT @VitorArajoFilg1: EXCELENTE NOTÍCIA. Lembra do entregador do Ifood que tomou um tiro em serviço? Ele está desde novembro sem qualquer as…,2022-04-14 03:27:25+00:00,529,0,0,0
2548,Ana 🌟,1298418049243123713,PQP. Acabei de ver o Gabriel veron de pijama pegando um iFood,2022-04-14 03:24:16+00:00,0,1,0,0
2549,rozzea,734515083615850497,sera q eu realmente quero pedir um brownie no ifood a essas hora,2022-04-14 03:24:00+00:00,0,1,3,0
2550,May 👀 on wh🔥♥️,72353442,"Tive a chance de viajar nesse feriado mas decidi dar uma freada, aí ontem compro ingresso pro show do Djonga e uma calça pra jogar capoeira e hoje peço Ifood/Zé delivery pra n ficar borocoxô por n ter ido ver o jogo em algum lugar kkkkkkk",2022-04-14 03:23:03+00:00,0,1,1,0
2551,Ramón C. S. Neto,74245245,"comprei um lanche por 1 real no ifood,a essa hr kkkk salvou mt",2022-04-14 03:21:53+00:00,0,0,0,0
2552,Diony Mattos 🎲,81772506,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-14 03:21:27+00:00,710,0,0,0
2553,Revista Pátria Grande,1352065187147350017,"Tô com fome e não tem nada pronto 😩, pedir lanche no Ifood essa hora, é pedir p passar raiva 😤",2022-04-14 03:20:18+00:00,0,0,0,0
2554,iuri,3346048270,do nada o preço das taxas de entrega do ifood um absurdo,2022-04-14 03:18:20+00:00,0,0,0,0
2555,Fran UFFiana ✊🏽✊🏾✊🏿,1453317491942477824,"@suhopremacist_ Saudade de colecionar Mangás mas com a atual situação tenho que pensar muito a onde gastar, com bonecos/kpop/shows/ifood hahahaha tá tudo caro, principalmente importar🥺",2022-04-14 03:18:03+00:00,0,1,1,0
2556,aninha chatinha 😘,4040657969,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 03:17:38+00:00,286,0,0,0
2557,marianaverso,1052013872893300736,"Rapaiz, se o Paulo Guedes olha isso aí, no dia seguinte tem criança batendo na tua porta pra entregar compra

""Oie, aqui é o Ifood Kids"" https://t.co/sYaVnunwGd",2022-04-14 03:17:08+00:00,1,0,12,0
2558,Shaffer,1317479397595746308,"Ifood é denunciado por propagandas falsas contra mobilização de entregadores de comida

Leia: https://t.co/meOqDCAW6l https://t.co/Yzw1dPKB8g",2022-04-14 03:13:23+00:00,0,0,1,0
2559,shock bradoks ᵗʳᶦᵏᵃˢ 🇾🇪,1417289696787542019,to c fome qual amigo vai me ajudar a pedir no ifood?,2022-04-14 03:13:21+00:00,0,0,1,0
2560,Mingana,1294205573131571200,@Dvd_Pirata Disse ele usando para comprar comida no ifood,2022-04-14 03:12:59+00:00,0,1,0,0
2561,contra,908061250227142659,Alguém ai tem clube ifood?,2022-04-14 03:11:48+00:00,0,0,0,0
2562,morena tatuada,1471306143301611520,cabei de paga 3 real num lanche muito obrigada cupom do ifood,2022-04-14 03:11:19+00:00,0,0,1,0
2563,Rami assoni,1358626881478754305,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 03:11:03+00:00,286,0,0,0
2564,Tɑlyciɑ.. 🦋,2668720857,"eu já fui bandido do: Ifood, Uber Eats, Facebook, Twitter, Instagram, MW2, MW3, Goodgame Mafia (jogo de browser), GTA V, FIFA 13, Tinder, Omegle, CS:GO, da Lan House da rua, do colégio no 3 ano, LOL, Legenda of Runeterra, Valorant, Yahoo Respostas e da PSN.",2022-04-14 03:09:54+00:00,0,0,3,0
2565,Sueli está desestimulada a continuar,841649365836009472,"@CrisPesarm Rodízio n sei visto que está caro mas recomendo vc abrir o IFood e digitar JAPA ALEGRE e procurar por uma atrocidade culinária chamada SUSHI BURGUER e eu te garanto que não vai se arrepender.
Boa noire",2022-04-14 03:03:31+00:00,0,0,0,0
2566,juliano,1385254935906988037,me apaixonei pela entregadora do ifood,2022-04-14 03:03:15+00:00,0,0,0,0
2567,Lucian,11181052,"Encontrei um restaurante especializado em strogonoff no Ifood, com o preço bem bacana, se chama Strogonoff House. Já já aviso pra vocês se presta ou não:) https://t.co/LZ5A3SHxFq",2022-04-14 03:02:29+00:00,0,0,2,0
2568,Thiago Schadeck,1149441573106700290,"@Weakconvergenc1 @meteoritobrazil @Lucas89387360 @FernandoHoliday Aproveite essa oportunidade e abra uma empresa de entregas, ao estilo da Uber Eates e Ifood. Registre todos entregadores e seja feliz.

Se sobreviver o primeiro ano, eu mudo meu nome pra ""O Fã do Evandro""",2022-04-14 03:01:46+00:00,0,0,0,0
2569,🔴⚫Romulo Salgado🔴⚫,1214930119376199680,"Nós somos uns m... mesmo. Nós contratamos um serviço, onde recebo o pedido com problema, ai não temos como resolver, pq o @iFood e o @McDonalds_BR não tem atendimento imediato e o entregador não é punido. Ou seja somos uns otários. Na cadeia o provedor é o único prejudicado.",2022-04-14 03:01:16+00:00,0,0,0,0
2570,Dominike Pacine (Dom),155306202,"IFood em SP: produto, 5 reais. Entrega, 35. Legal!",2022-04-14 03:01:11+00:00,0,0,3,0
2571,"VOLTAREMOS #Vem,meteoro",103789083,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 03:00:52+00:00,286,0,0,0
2572,lipoporaci,43567816,"Profissionais de saúde: “Automedicação é perigoso e não deve ser feito. Consulte sempre um medico.”

IFood: https://t.co/cE1jn180ww",2022-04-14 03:00:16+00:00,0,1,1,0
2573,Gabriel Borato,426162897,"Só queria estar comendo comida saudável, mas no caso não achei nada saudável no ifood de Taubaté essas horas 😪",2022-04-14 02:59:21+00:00,0,1,0,0
2574,Fernando,1044752403839488000,"Porra, bicho, vcs são mt merda @iFood, na moral 🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼",2022-04-14 02:58:21+00:00,0,0,0,0
2575,Maíra Alves,1056715061744558082,"Pedi uma salada no ifood e o app recusou e fechou, entrei de novo, pedi um frango com salada, o app recusou e fechou, fiquei com raiva e pedi um hambúrguer do BK, o app aceitou e o pedido está a caminho. Olha, o Universo é testemunha de que eu tentei comer saudável hoje.",2022-04-14 02:58:19+00:00,1,0,17,0
2576,Diego Dias,110270329,"Comprei um lanche no ifood horrível. Que raiva!! Eu que estava com fome, não consegui comer metade.",2022-04-14 02:56:54+00:00,0,0,0,0
2577,ENTREGADOR DE LEITE 2️⃣9️⃣K,1347994000301694977,"Comprei um lanche no ifood horrível. Que raiva!! Eu que estava com fome, não consegui comer metade. 

Quando me chamam para levar pica em casa. Eu levo sempre o meu melhor. Meu delivery de Rola não deixa a desejar. Quem conhece, sabe!",2022-04-14 02:56:36+00:00,0,1,23,0
2578,Nirvana Leal,343163914,A cada mês que eu vou no iFood enviar feira para alguém do Brasil eu vejo os preços dos alimentos básicos dobrarem. É assustador. Ninguém que ganhe um salário mínimo e tenha uma casa com 4 pessoas que dependam dela consegue ao menos comer.,2022-04-14 02:56:32+00:00,0,0,0,0
2579,Isabel Magalhaes,720631441273536512,"RT @tonsdemim: A decisão é da juíza do Trabalho Viviane Christine Martins Ferreira, e foi proferida sede de antecipação de tutela (caráter…",2022-04-14 02:56:09+00:00,23,0,0,0
2580,RafaelMagno92 🔞,1327816926748434434,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 02:55:52+00:00,286,0,0,0
2581,Mary Sampaio,378660585,RT @hputadehetero: E o casado entregador do iFood veio. Que macho delicioso. Me comeu gostoso! Devo postar amanhã provavelmente kkk correri…,2022-04-14 02:55:52+00:00,46,0,0,0
2582,Jaque | Andrew ganhou o Oscar do meu coração💫,624179451,"RT @IvanValente: iFood está sendo investigado pela CPI da Câmara Municipal de SP, e também pelo Ministério Público do Trabalho a partir de…",2022-04-14 02:55:31+00:00,40,0,0,0
2583,Francisco Quintans,17071795,"Não achei o banheiro e subi pra uns andares que eu nem sabia descer, acabei saindo na porta dos entregadores do Ifood e fiquei ""MEU DEUS COMO EU VIM PARAR AQUI""",2022-04-14 02:54:33+00:00,0,0,0,0
2584,caesar,1311669096908378116,"@mendlowicz Pra nós q pagamos U$ 1500,00 por peça, podemos pedir iFood 7 vzs por dia.",2022-04-14 02:53:35+00:00,0,0,0,0
2585,barrados no show do marcos lessa,984602415990222848,"RT @BuiCaarvalho: Esperando meu iFood e batendo uma no hotel até derramar 😈💦

VÍDEO COMPLETO JÁ NO ONLYFAS 🔥

https://t.co/6Gy63aTtbT
https…",2022-04-14 02:52:53+00:00,564,0,0,0
2586,salada de froide,248926687,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 02:52:07+00:00,286,0,0,0
2587,Fabio Pazzini,109542238,RT @joguatura: urge a necessidade de colocarem o ru no ifood,2022-04-14 02:52:04+00:00,3,0,0,0
2588,𝕳𝖊𝖗𝖊𝖒𝖎𝖙𝖆 ☭,28122222,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-14 02:50:21+00:00,710,0,0,0
2589,Gusmão,1510487910230933505,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 02:49:21+00:00,286,0,0,0
2590,𝕱𝖆𝖎𝖝𝖆 𝕽𝖔𝖘𝖆 ✨,1276260419007590400,alguém manda entregar um ifood de graça aqui no meu trabalho to morrendo de fome,2022-04-14 02:48:41+00:00,0,1,2,0
2591,Cristiano Boza,736679263282298880,@ilovefullonight Deve ter pago uma fortuna pelo Ifood kkkk vou te mandar no wpp,2022-04-14 02:47:42+00:00,0,1,1,0
2592,Jessica Gomes,186256336,"RT @ilovefullonight: @maiaelen po, maior adianto isso... comprei pelo ifood kk",2022-04-14 02:47:23+00:00,1,0,0,0
2593,Lorrany.,1398353359787245570,@amendoncaaa @iFood Pqp hein,2022-04-14 02:47:10+00:00,0,0,1,0
2594,Felipe Ribeiro,19074694,inacreditável o taaaanto que eu dei risada com o entregador do ifood agora a noite,2022-04-14 02:47:08+00:00,0,0,0,0
2595,𝑻𝒉𝒂𝒍𝒊𝒂🥰,1464856683306491907,Nem estou acreditando q comi x-picanha por 1 real no ifood😂,2022-04-14 02:46:51+00:00,0,0,0,0
2596,Salma 🕳️,1471156513834156048,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-14 02:46:44+00:00,710,0,0,0
2597,Funcionário da Jade,1332265545069158400,todo dia ifood tenho q parar de gastar dinheiro c besteira 🤡,2022-04-14 02:46:38+00:00,0,0,0,0
2598,Lia Leite,350992181,"@maiaelen po, maior adianto isso... comprei pelo ifood kk",2022-04-14 02:46:30+00:00,1,1,1,0
2599,emmer,757715076359004161,Saudades de São Paulo por motivos de: essas horas terias 710 mil hamburguerias abertas no iFood ainda…,2022-04-14 02:46:08+00:00,0,0,0,0
2600,lelé ✨🏳️‍⚧️,1223517616125464576,"RT @tonsdemim: ⚖️ Decisão inédita no Brasil:

Juíza do Trabalho do TRT 5 (Bahia) determinou que o iFood pague salários a um entregador, até…",2022-04-14 02:44:19+00:00,286,0,0,0
