,user,user_id,text,created_at,retweet_count,reply_count,like_count,quote_count,class
1192,Sara Vintém,1259143175274455040,@lariss santana @coorddy @lulaoficial né? essa mulher aí tá falando como se o ifood tivesse inventado o motoboy ela não entende que a empresa monopolizou o emprego e não deixou opções esse pessoal deve viver numa realidade paralela onde o mundo é lindo,2022-04-14 22:21:11+00:00,0,1,1,0,pos
1195,SB.Saturno,1496552334247317512,aiii santa maria podia ter ifood né 😢,2022-04-14 22:19:34+00:00,0,0,0,0,pos
1196,Diogo,759567380783792128,oq eu peço no ifood mds eu n sei oq escolher mas só queria comer algo diferente,2022-04-14 22:19:23+00:00,0,0,1,0,pos
1197,ᅟᅟᅟᅟ* 𝐂𝐋𝐈𝐍𝐓 𝐁𝐀𝐑𝐓𝐎𝐍,1239707816811790337,@gabi_cantelli_ a gnt no ifood secreto q nunca aconteceu kkkkkkkkkkkkkkk https t co beeqrpbtml,2022-04-14 22:19:21+00:00,0,2,1,0,pos
1198,biel ♥︎’ bp,1498910444781776896,decidi descer pra comer aqui nos food truck da esquina do que pedir ifood pra respirar um ar,2022-04-14 22:19:14+00:00,0,0,1,0,pos
1201,PaulaRF,1500063684634234886,@coorddy @vitorsiqueirap @lulaoficial sabia que entrega por motoboy existe mto antes do ifood querer existir? e que essa é a forma mais fácil de conseguir emprego rápido atualmente? pq estão acabando com os empregos e estamos a mercê apenas das grandes empresas e não é por isso que eles vão fazer oq querem fia,2022-04-14 22:18:52+00:00,0,1,1,0,pos
1204,Amanda,157508037,@bicmuller cadê o @ifood ou o @mcdonalds_br prá te salvar?,2022-04-14 22:17:16+00:00,0,0,0,0,pos
1205,jode,1182653861129019393,ifood ferrando seus entregadores que vergonha luciano huck !!!! revelado plano maligno do ifood https t co zicmaaypqm via @youtube,2022-04-14 22:15:35+00:00,0,0,0,0,pos
1208,🤸🏾‍♂️,1325250290711490561,porra mas n tem uma pizzaria q presta no ifood q bosta de cidade ein,2022-04-14 22:10:13+00:00,0,1,1,0,pos
1210,Ricardinho,4665514595,ifood seu lindo obg pelo cupom de conto aaaaaaaaa,2022-04-14 22:09:45+00:00,0,1,2,0,pos
1211,laris,1456790190094274566,"@coorddy @vitorsiqueirap @lulaoficial não amada eles não podem ""desconectar"" quando quiserem no ifood existem duas modalidades nuvem e ol o nuvem era o que lucrava mais com o ifood e podiam escolher o horário de trabalho e onde trabalhariam mas o ifood quer acabar com essa prática e sabe oq eles fazem com",2022-04-14 22:09:40+00:00,0,1,1,0,pos
1212,Igor Valente,2502493433,rt @itsleticia nossa que raiva do ifood não deixando eu usar cupom nos meus restaurantes favoritos 😡😡😡,2022-04-14 22:09:05+00:00,1,0,0,0,pos
1215,Preto ᶜᵃᵐ 🏆🏆🏆,1023275270898364417,@larwsza manda via ifood pra eu ver se é vdd ou n,2022-04-14 22:06:07+00:00,0,2,1,0,pos
1217,herdeiro do submundo,1218571981697798145,tirando sushi macetava os outros dois fácil https t co k tvwhvlvy,2022-04-14 22:04:18+00:00,0,1,0,0,pos
1219,lu,1489038293207506950,responde minha solicitação @ifood,2022-04-14 22:04:13+00:00,0,0,0,0,pos
1220,AlencarGil,1290350548689072129,@augustoinacio @lulaoficial só mais um infiltrado trabalhando para o ifood 🤔,2022-04-14 22:04:09+00:00,0,0,6,0,pos
1222,TodoEscangalhado🍥,1409321339412955143,@galodeluta aquele habibs é conhecido por esse sistema vi um entregador com pedidos e aposto que não recebeu por todos não sei como tá agora não vejo mais por aqui ifood do habib's punk demais,2022-04-14 22:03:55+00:00,0,0,6,0,pos
1223,𝔟𝔦𝔠𝔲𝔡𝔬,492415617,tava caçando no ifood e fiquei espantado com umas comida barata e gostosa…… uns combão completo por reais🤩 fui ver a localização estava em são paulo centro,2022-04-14 22:03:50+00:00,0,0,0,0,pos
1224,manga rosiu,1159466756966178818,@loadcomics só os limpinho online ficam com pena do muro do trabalhador mas soca o dedo no ifood pra pedir comida vocês são uma piada,2022-04-14 22:03:16+00:00,0,1,0,0,pos
1226,gay de buero,985654883872313345,vontade de comer doce aí desinstalei ifood pq eu tenho tipo real na conta pra passar o mês,2022-04-14 22:02:52+00:00,0,0,2,0,pos
1227,Keila Machado,100753599,rt @cutrio_ quem tem medo da organização dos trabalhadores? em um clique descubra a resposta e como esses grupos reagem ao crescimento da…,2022-04-14 22:01:41+00:00,1,0,0,0,pos
1228,🔊🎶 DJ RULIO SURURU ⛪⛲,1026958643240034304,mandamos vim uns donald's pelo o ifood e agora vamos pegar esse cinema 🙅🏾‍♂️,2022-04-14 22:01:10+00:00,0,0,0,0,pos
1229,Princess Consuela,1049430189862727680,bilhetes da sorte e nem pra ganhar ano grátis de ifood 😭,2022-04-14 22:00:58+00:00,0,0,1,0,pos
1231,Vitor S. Pereira,263319703,@victorn @lulaoficial outro perfil fake desesperado a ifood tá pagando quanto?,2022-04-14 22:00:21+00:00,0,0,0,0,pos
1232,Castelo da Pizza,1268974583673163786,pizza e amigos precisa mais? peça já do castelo e deixe esse momento ainda mais inesquecível com sabores exclusivos e combos incríveis! r dois de setembro itoupava norte blumenau ⠀ ☎telefone ou 📱estamos também no ifood;⠀ https t co jdzbe l f,2022-04-14 22:00:21+00:00,0,0,0,0,pos
1233,Agência Pública,310497473,🎙️é amanhã às h! no novo episódio do pauta pública a repórter @clalevy_ revela os bastidores da reportagem que investigou como agências de publicidade a serviço do app ifood tentaram desmobilizar entregadores 👉siga o podcast para não perder https t co inzfueemej https t co zm dyvufri,2022-04-14 22:00:02+00:00,6,0,22,2,pos
1234,Alana ✠,90699363,@batmandinha chorei e tudo 😭😭😭 pergunta pro seu marido se ele quer mandar um ifood presenteando a madrinha dele,2022-04-14 21:59:59+00:00,0,1,0,0,pos
1235,payla,187687371,@coorddy @menkoiikawaii @lulaoficial ficou desempregada mas não saiu atrás de um emprego maravilhoso sem direitos né? cadê você de entregadora do ifood? sofreu com o desemprego mas ainda tá aqui querendo acabar com o trabalhador deve achar que o país está muito melhor,2022-04-14 21:59:44+00:00,0,0,0,0,pos
1236,nyny ♡,1332455590375919620,@mathmais_ num chegou ainda comprei no ifood,2022-04-14 21:59:20+00:00,0,0,0,0,pos
1244,jess. 🌩️,1486039365449101312,cupom de desconto cornershop by uber faça suas compras de mercado sem sair de casa com as primeiras entregas grátis! se cadastre pelo nosso link e aproveite os descontos exclusivos! https t co gdxbkw hfg #uber #ubereats #ifood #mercado #rappi https t co fy pgdsvvd,2022-04-14 21:57:03+00:00,0,0,0,0,pos
1245,jatim,4882878177,uma pizza média a reais é pra testar minha força de vontade para com isso ifood,2022-04-14 21:56:38+00:00,0,0,0,0,pos
1248,Łukasz,1163148766691680257,samsung pay me deu uma pizza no ifood de graça to feliz,2022-04-14 21:55:48+00:00,0,0,0,0,pos
1249,Duda,1428488136561250311,@ocaradaluva contrato com uma pizza do ifood,2022-04-14 21:55:34+00:00,0,0,0,0,pos
1256,Vincenzo Cassano 😎,1390045299960332308,@galodeluta e aquele lance das cooperativas pra substituir o ifood??como anda?,2022-04-14 21:54:20+00:00,0,0,2,0,pos
1257,Milly ⛈+🌊,1494878997817217025,deve ter uns meses q n ligo esse fogão daq de casa só pedindo ifood,2022-04-14 21:54:06+00:00,0,2,2,0,pos
1258,luixz,308795749,porra segunda vez que o entregador do ifood vem aqui em casa pra entregar comida segunda vez que trazem a maquininha errada e dessa vez a fdp até descarregou kkklklkklkk ô zica,2022-04-14 21:53:45+00:00,0,0,2,0,pos
1260,Gabriela Ferreira,1492851091385561090,eu e elisia sentimos vontade de espetinho por sentir o cheiro em diferentes pontos pedir espetinho no ifood,2022-04-14 21:53:33+00:00,0,0,2,0,pos
1265,guto,1496280077272821761,é muita história pra contar e hambúrguer pra provar melhor hamburgueria do rio a minha 😂 link pro instagram e ifood https t co j jqticg a https t co w n txyc n,2022-04-14 21:52:35+00:00,28,36,703,0,pos
1266,Wash🇧🇷,873701384,queria saber se o @ifood não vai resolver meu problema,2022-04-14 21:52:11+00:00,0,0,0,0,pos
1267,Glória W. O. Souza,137598901,@ddeadpetz te enviar uma pelo ifood no seu aniversário,2022-04-14 21:51:48+00:00,0,1,0,0,pos
1268,moço sem respeito,833496628023721984,@marcelouiz @ifood kkkkkkkkkk atiça e n deixa comer af,2022-04-14 21:51:47+00:00,0,0,0,0,pos
1271,Manu 💖,1432747988477173760,chegou meu dia o dia de ser feita de trouxa pelo @ifood 🤡🤡🤡,2022-04-14 21:51:15+00:00,0,0,0,0,pos
1273,Maria Ronilda de Oliveira,593285765,eu sou viciada em ifood q inferno,2022-04-14 21:50:21+00:00,0,0,0,0,pos
1274,lA. RI,138623574,"@ifood ovo de empada vulgo ""empadovo"" 🥰🥰🥰",2022-04-14 21:50:18+00:00,0,0,1,0,pos
1275,Gazoni,65969761,"@lulaoficial com picolé de chuchu como vice pode apostar que ele e o psdbosta vão criar mais ""empreendedores"" do ifood",2022-04-14 21:49:40+00:00,0,0,0,0,pos
1276,Tainam,1342125567492173825,@flavionm siim pedi pelo ifood do pátio central,2022-04-14 21:48:26+00:00,0,1,0,0,pos
1278,Kafonc,1286188095197646848,@hoffmann @ifood to imaginando os tipos de infartos diferentes que vc teve quando ele mandou a primeira,2022-04-14 21:48:02+00:00,0,1,2,0,pos
1281,Gabi Bianco,8519262,queria comer um subway mas está sempre fechado no ifood e n qr ir sozinho lá kkkk,2022-04-14 21:45:39+00:00,0,0,0,0,pos
1283,layla,1284691687865036800,sushovo obviamente https t co xfd bw po,2022-04-14 21:45:03+00:00,0,0,2,0,pos
1284,Kaue Siviero,846377103796899841,nível de cansaço abri o ifood,2022-04-14 21:44:50+00:00,0,1,7,1,pos
1287,Lúcius 🇩🇪,1438336882883108866,a falta de opção em ribeirão é tão grande que você entra no ifood e desiste,2022-04-14 21:44:37+00:00,0,0,0,0,pos
1288,luiz freitas,71024811,rt @ximitoca oi pessu!!! hoje tem novidade de receita nova no ifood do nona nona polentinha frita da casa receita caseira molho de q…,2022-04-14 21:42:58+00:00,2,0,0,0,pos
1289,ximitoca,213413188,alguém pra me emprestar uma conta do ifood 🥲,2022-04-14 21:42:41+00:00,0,1,2,0,pos
1295,Kleison Teixeira,28367070,abrir um vinho netflix pedir algo no ifood e curtir a noite… e é isso 😌,2022-04-14 21:40:21+00:00,0,1,12,1,pos
1297,Jhon •,568350820,@olivernattie @dvalotto @valottinho_ quero entra na campanha tbm pq não tem ifood na minha cidade 😤😤😤,2022-04-14 21:39:55+00:00,0,1,3,0,pos
1298,Amanda Sousa,1250779474452455425,@uoxintu @ifood eu tenho ódio,2022-04-14 21:39:53+00:00,0,1,0,0,pos
1300,cocca™,968278725900079104,@ifood o primeiro é um crime culinario,2022-04-14 21:39:23+00:00,0,0,0,0,pos
1301,Nayara 🌙✨,1232432477114859523,quase conto um macarrão na chapa pelo ifood aí n po,2022-04-14 21:39:21+00:00,0,0,0,0,pos
1302,𝑵,1132775807007580161,"""sistema jagunço"" por que o ifood tenta esconder sua relação com empresas intermediárias ol https t co awxmylwti",2022-04-14 21:39:14+00:00,0,0,0,0,pos
1303,let,1070028385953419264,pré feriadou com reais em voucher no ifood sei la o jeito que meu trabalho me mima é diferente,2022-04-14 21:36:51+00:00,0,0,1,0,pos
1304,leticia 🏁,1316414424798855169,atingi o ápice da preguiça pedi pão francês pelo ifood,2022-04-14 21:36:15+00:00,0,3,2,0,pos
1305,danda 🎓,77369688,ifood nem pra dar um cupomzinho de páscoa pra danilocuia menina,2022-04-14 21:35:43+00:00,0,0,0,0,pos
1306,Carol Martins 🖤,1330279814872313865,sei lá hoje me achei merecedora do lanche mais caro que achei no ifood,2022-04-14 21:35:21+00:00,0,1,2,0,pos
1311,meio desligada,1253567177141166081,@bee_rocha tem uma doceria no ifood em taqua mt boa sempre que to ai eu compro coisa lá,2022-04-14 21:34:29+00:00,0,1,1,0,pos
1314,catastrópico 🧜‍♀️,3020649814,o de coxinha e de empada são meu sonho https t co b cs yonrx,2022-04-14 21:33:29+00:00,0,0,0,0,pos
1315,Santos シ,885570909628706817,empada ou sushi https t co np thawmtk,2022-04-14 21:33:25+00:00,0,0,0,0,pos
1317,Promoz,1359987659976892417,@ifood poupe na página @oficialpromoz,2022-04-14 21:32:27+00:00,0,0,0,0,pos
1319,iFood,292383655,e se liga ainda dá tempo de aumentar as chances de ganhar anodeifoodgrátis corre pro app https t co vuqxpif yv e vem ser dono do app todo! *acesse o regulamento no link da bio,2022-04-14 21:31:38+00:00,0,7,9,0,pos
1320,an,860295729708969984,polêmico 👀 eu começo o meu é o de coxinha ctz 🥰 https t co arogobzvu,2022-04-14 21:31:38+00:00,0,23,32,15,pos
1323,Agência Pública,310497473,eu acho que mereço pedir um ifood hoje,2022-04-14 21:30:22+00:00,0,0,1,0,pos
1324,ráh 📖,1009601825333547008,falar de inimigos sem assinar entenda a estratégia que as agências benjamim comunicação e social qi sqi contratadas pelo ifood utilizaram para desmobilizar entregadores por meio de redes sociais ⬇️ https t co cdabwd c m,2022-04-14 21:30:00+00:00,10,1,33,0,pos
1325,Thamires,66901043,fui entrar no ifood pra comprar comida e o restaurante que eu queria n vai abrir depressão,2022-04-14 21:29:54+00:00,0,0,0,0,pos
1327,Lótus 13,1349519388777525250,@p_egoraro eu já ganhei caneca caderno e vale ifood reais 🤭🤭,2022-04-14 21:29:40+00:00,0,2,0,0,pos
1328,Pãozinho®,857364988490547200,será que meu pedido do ifood ainda chega hoje?,2022-04-14 21:29:33+00:00,0,0,0,0,pos
1330,joao🇵🇸☭,1035869947476496386,o que leva o ser humano que trabalha no ifood em valadares carregar a mulher na garupa para cima e para baixo fazendo entrega? medo do ricardão desconfiança da mulher porque a moto é dele e ele faz o que quiser ??????????,2022-04-14 21:27:47+00:00,1,1,5,0,pos
1331,na-bi,79320340,excelente notícia lembra do entregador do ifood que tomou um tiro em serviço? ele está desde novembro sem qualquer assistência da empresa e sem renda,2022-04-14 21:27:42+00:00,0,0,0,0,pos
1332,Emily com Y no final,78758889,o vr de renata salvo no meu ifood………………… vou cometer um crime,2022-04-14 21:27:42+00:00,0,0,0,0,pos
1333,🌹 ENRIQUE,3080686804,a empresa mandou cupom do ifood pra gente comprar mimo de páscoa 🥺❤️😍🥰 eu quase chorei,2022-04-14 21:27:19+00:00,0,0,1,0,pos
1334,xlbrenda,1495575954147717122,@aclareto @lulaoficial não há empecilho formal mas há empecilho prático a própria uber na modalidade uber eats saiu do mercado em virtude da concentração excessiva da ifood,2022-04-14 21:26:49+00:00,0,1,0,0,pos
1335,Denise Ricardo 📷,12735212,minha irmãzinha vindo me chantagear pra comprar ifood pra ela,2022-04-14 21:26:06+00:00,0,1,1,0,pos
1336,𝑵,1132775807007580161,@sybil_chan @ifood @rappibrasil @_floresonline @joiasvip @americanas hahahhaha certíssima!,2022-04-14 21:24:30+00:00,0,0,0,0,pos
1338,ᴍᴏʀᴀɪs,3243903916,era só um ifood mais tarde pra eu ficar feliz hoje,2022-04-14 21:23:16+00:00,0,1,3,0,pos
1340,BrunSub - ♥,1292085714671341570,“manda um ifood aqui no trabalho pro seu namoradinho vida” como assim eu namoro e não sei,2022-04-14 21:22:46+00:00,0,0,0,0,pos
1345,el gato,1410851872802496517,ninguém merece o youtube meter logo duas propagandas chatas do ifood,2022-04-14 21:20:50+00:00,0,0,0,0,pos
1347,🔴⚫ Guibor 5.1!!🔴⚫CRF!🤘,833750194164473856,usa no ifood pra acabar com a fome na áfrica https t co dnk xtppcm,2022-04-14 21:19:55+00:00,0,0,1,0,pos
1348,otário público,1297401118453096448,@volneivieir @delaurentiis_br não é isso aqui tem a comissão gorda por refugos da europa vide ifood,2022-04-14 21:19:45+00:00,1,0,9,1,pos
1350,Isabela,271989900,"eu falando a semana inteira pra thaysa que tava com vontade de comer pizza hoje a empresa ""toma aqui um voucher para comprar pizza no ifood"" sei lá o jeito que deus me mima é diferente",2022-04-14 21:17:45+00:00,0,0,6,0,pos
1351,gabe 👩🏻‍💻,1438949200717299719,@ifood ajuda aí,2022-04-14 21:17:40+00:00,0,0,0,0,pos
1352,Heitor,770708644707131392,@mafioletitais sim um vale da cacau show de reais do cliente e um vale do ifood de pila da empresa,2022-04-14 21:17:05+00:00,0,0,0,0,pos
1354,lipe,3303707790,rt @ronaldrios espalha pra geral @galodeluta essa quarta dia no ronald rios talk show o cara é só ideia pesada falamos de motoboys…,2022-04-14 21:16:30+00:00,84,0,0,0,pos
1358,natalia 🦥,2310860312,@ifood não forneci o código o entregador furtou meu pedido https t co yudnuaprbl https t co tosc rlej,2022-04-14 21:09:35+00:00,0,0,0,0,pos
1359,bibia,963468102611668992,minha mae querendo mcpicanha pra provar e nao tem no cardapio do app do ifood q triste @mcdonalds_br,2022-04-14 21:09:23+00:00,0,0,2,0,pos
1362,marcelo de oliveira soares,1271448451960709120,aproveitei o ifood de vovó e comprei barras de chocolate e caixa de bombom pra mim san e mamãe q chega amanhã ❣️,2022-04-14 21:08:55+00:00,0,1,1,0,pos
1363,laura,1125575321737211905,hoje eu vou pedir um ifood sim e eu mesmo que lute! 😂😂,2022-04-14 21:08:44+00:00,0,3,6,0,pos
1364,duda • :),1369640382343094274,coca litros no ifood… q mundo é esse q ngm sabe mais amar,2022-04-14 21:07:43+00:00,0,1,4,0,pos
1366,ligeiro,1283212416202035201,açaí de real no ifood amei o pré treino de hoje,2022-04-14 21:07:26+00:00,0,1,1,0,pos
1367,Welington Arruda,63834237,brigado cupom do ifood rendeu minha janta,2022-04-14 21:06:49+00:00,0,0,0,0,pos
1369,Allan,1472644465349255176,nossa que raiva do ifood não deixando eu usar cupom nos meus restaurantes favoritos 😡😡😡,2022-04-14 21:06:21+00:00,1,0,0,0,pos
1371,L u c a s 🏄‍♀️,2165506682,era só uma namoradinha pra me mandar um ifood hj 🤒,2022-04-14 21:04:09+00:00,0,0,0,0,pos
1372,Sandra Santiago 👊🏻🇧🇷❤️ ,1275513441277693952,@isaoliveiiiraa você só vive de ifood sai 😂 deixa meus negócios fluírem,2022-04-14 21:03:59+00:00,0,0,1,0,pos
1374,kratosfc507,1260341357123710977,@francossoares @ifood isso aí camarada,2022-04-14 21:03:56+00:00,0,0,1,0,pos
1377,guigui 🌹,1277716558559797248,e o entregador do ifood q simplesmente perguntou se eu tinha anos onze,2022-04-14 21:01:40+00:00,0,0,0,0,pos
1378,luxkao 🥷🏽,1446614943730647040,tô no crossfit e já no ifood escolhendo o burrito que vou comer a noite ☺️,2022-04-14 21:00:39+00:00,0,1,5,0,pos
1379,JLEC,265210088,subiu uma cc no ifood e qr botar marra d kkkkkkkkkk,2022-04-14 21:00:37+00:00,0,0,0,0,pos
1381,Rage Against Faria Lima,1494383648753295362,sem planos para o fim de semana? que tal dedicar uma parte dele para ler um pouquinho? aqui vão dicas de leitura por gustavo vitti do ifood https t co kjk rkf w,2022-04-14 21:00:00+00:00,0,1,2,0,pos
1382,Elisa,113516627,"@flaviavianna @carlos_jodi @lulaoficial mas seu faturamento aumentou ou se manteve c ifood? pq se continua ao que era antes você ganhou um sócio sem saber a maioria dos donos de restaurante que conheço dizem que esses apps viraram ""sócios"" deles e quanto você paga do seu faturam p eles?",2022-04-14 20:59:59+00:00,0,2,0,0,pos
1383,vish véi mas isso vai dar uma dor de cabeça,14160902,vale ifood garantindo a janta mercado na esquina de casa que aceita o va pra comprar vinho pré feriado eu vou no beira rio pra que gente? kkkk nem me viu,2022-04-14 20:59:52+00:00,0,0,1,0,pos
1385,𝒍𝒂𝒓𝒂🦋,1459705948533047298,pizza boa até reais ifood pesquisar,2022-04-14 20:59:03+00:00,0,1,1,0,pos
1387,Sobei Loscar,1486689949290307586,comprei um brownie de colher no ifood hj que tava uma delícia 😋,2022-04-14 20:58:28+00:00,0,0,0,0,pos
1388,fefa,1265003332684447745,dando reais no zé no ifood mesmo foda seeeeeee,2022-04-14 20:58:09+00:00,0,1,0,0,pos
1390,Léo. ᶜʳᶠ,945520930201141248,meus pedidos do ifood sempre chegam minutos antes esse que ainda tá preparando to totalmente na neurose,2022-04-14 20:55:49+00:00,0,0,0,0,pos
1391,transtornada autônoma,293816851,@leulys_n ta otimo vc pode tomar decisões por mim peço ifood sim ou nao,2022-04-14 20:55:47+00:00,0,1,0,0,pos
1392,debs ,721704470963437568,rt @bruniele_bfr era só um cupomzinho do ifood,2022-04-14 20:55:00+00:00,1,0,0,0,pos
1395,karol,1182714777669455872,procuro alguém pra pedi um ifood e fica vendo filme hoje kkk,2022-04-14 20:53:11+00:00,0,0,3,0,pos
1397,Ana das Olinda 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇧🇷,1197902676329222150,a sabrina recebendo os pedidos do ifood de hoje boa tarde karoline 👀👀,2022-04-14 20:52:41+00:00,0,1,0,0,pos
1401,Francis Soares,1461409075057602569,@andrsou @ifood mas vou desinstalar nunca nem usei,2022-04-14 20:44:28+00:00,0,1,1,0,pos
1402,Suco de frutas 😎👍🏾,915026255346651136,graças a deus deu tudo certo fiz minha primeira task oficial no ifood 🥰🙌🏾,2022-04-14 20:44:27+00:00,0,0,2,0,pos
1403,Marcelle ✨,710572449042198528,consegui comprar o ovo da manu pelo ifood 🙏🥰,2022-04-14 20:43:12+00:00,0,0,0,0,pos
1405,lucas 🧜🏼‍♀️,30958764,o ifood hoje https t co nq o b ap,2022-04-14 20:42:27+00:00,0,0,0,0,pos
1406,CristianaFC,1159918536787144704,@welmelo @ifood é ruim para todos lojistas clientes e entregadores mas que tô com ódio do tal fagno isso eu tô,2022-04-14 20:42:16+00:00,0,1,2,1,pos
1408,André Sousa,1425542351301320705,@francossoares @ifood fica a seu critério,2022-04-14 20:42:06+00:00,0,1,1,0,pos
1409,Welington Arruda,63834237,@cristianafc @ifood é por essas e outras que o @ifood está entre as empresas que mais me causa repulsa ifood vamos acompanhar uma solução para este caso,2022-04-14 20:41:16+00:00,0,1,1,0,pos
1410,Raphael,2815980955,@astrol l é muito bom assistir um time que sabe o básico e n entrega que nem ifood,2022-04-14 20:41:16+00:00,0,0,0,0,pos
1411,Nerezzz,1445063150869651463,q ifood demorado meu deus,2022-04-14 20:41:06+00:00,0,0,0,0,pos
1412,prosta golpista,1241533340727087106,resistindo bravamente a tentação de pedir um docinho no ifood mas como essa chuvinha com frio pede um doce me vejo na obrigação de fazer um bolo https t co ehuvfkkw j,2022-04-14 20:41:04+00:00,0,2,2,0,pos
1416,Ferreira,136683567,@cristianafc @ifood verdade!!,2022-04-14 20:39:13+00:00,0,0,1,0,pos
1417,tuts,1432911969858867205,uia ganheir conto no ifood,2022-04-14 20:38:12+00:00,0,1,3,0,pos
1418,Franci Croci 🌻,2378274430,@cristianafc @ifood certeza! 😡😡,2022-04-14 20:38:04+00:00,0,0,1,0,pos
1422,c,949492909568602112,obrigado ifood https t co ezfx cckyy,2022-04-14 20:37:20+00:00,0,0,0,0,pos
1423,Thaís Zorzetto,30997468,peço ifood,2022-04-14 20:36:22+00:00,0,2,0,0,pos
1424,Pamps 🏳️‍🌈,1113478224271630336,@cristianafc @ifood e aí @ifood? qual a providência?,2022-04-14 20:35:21+00:00,0,1,1,0,pos
1425,Person ✴️,1243632710402351110,eu lembro do tempo em que o ifood era bom,2022-04-14 20:34:18+00:00,0,0,1,0,pos
1427,Ronaldo Ruy,713847674437558272,@andrsou @ifood ainda não,2022-04-14 20:33:15+00:00,0,1,1,0,pos
1433,Sybil,15482202,alguém paga um ifood pra mim ae,2022-04-14 20:30:22+00:00,0,0,0,0,pos
1434,Ju,68246118,façam a reclamação chegar ao @ifood nunca pedi nada a vocês https t co tosc rlej,2022-04-14 20:30:15+00:00,3,6,34,1,pos
1435,Felipe Mendes,185730777,like compro cerveja pelo ifood,2022-04-14 20:30:08+00:00,0,0,7,1,pos
1436,lais,96424398,empresa manou um card do ifood de páscoa nem queria salvou o fds,2022-04-14 20:29:02+00:00,0,0,0,0,pos
1437,O Falecido,1366034406809481224,morando em moc há meses já e nunca usei o ifood,2022-04-14 20:28:58+00:00,0,0,0,0,pos
1440,Ofertas e promoções,1283775113100513281,olha só essa promo do ifood! são r por mês por um ano pra pedir no app bora concorrer? https t co syzcntid v,2022-04-14 20:28:34+00:00,0,0,0,0,pos
1441,ؘ,1440360887714418696,que raiva q o olive garden voltou com meu prato favorito no ifood só que reais mais caro 😭😭😭😭 e não eu não acho q vale mais a pena comprar os ingredientes e fazer em casa pq além de não ficar igual é tudo mt caro e trabalhoso,2022-04-14 20:28:27+00:00,0,1,1,0,pos
1443,Bela,1138826880746950657,@kenmiies é o famoso caso em que o pai compra uma empresa pro filho começar a empreender paga reforma aluguel deixa caixa pra ano de empresa em a anos vai falir só vão captar o público curioso do ifood nunca vão fidelizar absolutamente ninguém,2022-04-14 20:28:08+00:00,0,1,36,1,pos
1444,cachaceirafina,1473731056599715853,@alvaropenerotti @ifood apoiado,2022-04-14 20:27:43+00:00,0,0,1,0,pos
1445,KleberRocha,1058929124696379397,já que é dia de tbt dia que o falso do @murilohuff recusou o meu ifood 😂❤️ https t co vvxgjh wkb,2022-04-14 20:27:38+00:00,0,0,0,0,pos
1446,duart🇵🇹,1328338130253066240,cupom de desconto 💰🛒🌱 amazon https t co kyntrqqmom ifood x md ul r riachuelo rchlo afl hering https t co rpup djv u renner https t co lmnj ipep lojas americanas https t co utzswhijve cea código de consultora ohmyshop amaro camilacamargos,2022-04-14 20:27:12+00:00,0,0,0,0,pos
1448,Psico,1117859320589422593,@lariraysel @ifood moça vc é vizinha do lula?,2022-04-14 20:26:17+00:00,0,0,0,0,pos
1449,Herickkkk,1144293050,🚨 atenção semana santers vinhos em promoção no ifood do pão de açúcar cupom de conto 🍷 https t co y mjmifivy,2022-04-14 20:26:00+00:00,0,0,5,0,pos
1450,lalinha 🇵🇹,1343020150803623936,@ifood resolve meu problema please,2022-04-14 20:25:29+00:00,0,0,0,0,pos
1452,Talita 🪴,980216751358140416,"todo dia é um ""trabalho pra caralho mereço um ifood"" diferente",2022-04-14 20:24:00+00:00,0,0,2,0,pos
1453,Rafael 🦊,18673419,@benzatheus vou ter q ir nas pequenas causas mesmo então… e tbm deixar meu feedback negativo no reclameaqui @ifood,2022-04-14 20:23:47+00:00,0,1,0,0,pos
1455,𝑄𝑢𝑒𝑒𝑛 𝑁𝑦𝑥 🐝,1367313322345975808,@ifood @mel_shaforostov da teus pulo paizao,2022-04-14 20:22:09+00:00,0,1,1,0,pos
1456,Bupropionatx,360080304,vou dar uma brecada na bebida pod ifood e afins tá dando n,2022-04-14 20:21:51+00:00,0,1,3,0,pos
1459,o leal 🤘,821479941715988481,@ifood bora ajudar o microempreendedor ninguém aguenta mais tomar preju https t co kljqtiwvo,2022-04-14 20:20:54+00:00,0,0,1,0,pos
1463,Luana Ebbinghaus,810164354276585472,como pode as pessoas comercializarem uma coisa ilegal assim na cara dura né nem da tarde e tem gente anunciando bolo com coca cola no ifood,2022-04-14 20:18:16+00:00,0,0,6,0,pos
1470,Alexandre Borges,14073052,destranquei meu twitter só pra reclamar com o ifood e o social media decide me ignorar https t co upn oxhqrq,2022-04-14 20:14:09+00:00,0,3,23,0,pos
1473,Maykel Esser,73526960,quem diria que esse seria o meu pedido no ifood pro feriado querendo aumentar a imunidade https t co ozygxmhhqn,2022-04-14 20:12:20+00:00,0,1,1,0,pos
1474,Joel MⒶ,412567924,pedi uns salgados de festa no ifood é sobre,2022-04-14 20:11:36+00:00,0,0,0,0,pos
1475,LUIS HENRIQUE GONCALVES,1208743843245576192,essa sou eu mandando ifood de aniversário com bolinho e vela pra ficante,2022-04-14 20:11:09+00:00,0,2,2,0,pos
1476,Thainá Quadros 🌼,499955739,sera o ifood entrega em casa ?🥵🔥 https t co cw mqrsnn,2022-04-14 20:10:17+00:00,0,0,1,0,pos
